Type de vol,Mois,Annee,Nature,Aéroport d'origine,Aéroport de destination,compagnie,Nombre de vols prévus,Nombre de vols effectués,Taux de réalisation,Nombre de vols irréguliers,Nombre de vols annulés,Taux d'irrégularité,Retard moyen,Code compagnie,Code aéroport origine,Code aéroport destination,Rang
Avion,10,2018,International,ABIDJAN,PARIS-CDG,AIR FRANCE,62,62,100.0,100.0,0,0.0,14.52,AFR,DIAP,LFPG,6
Avion,11,2018,International,ABIDJAN,PARIS-CDG,AIR FRANCE,60,60,100.0,100.0,0,0.0,11.7,AFR,DIAP,LFPG,4
Avion,12,2018,International,ABIDJAN,PARIS-CDG,AIR FRANCE,61,61,100.0,100.0,0,0.0,21.3,AFR,DIAP,LFPG,10
Avion,1,2019,International,ABIDJAN,PARIS-CDG,AIR FRANCE,61,61,100.0,100.0,0,0.0,18.0,AFR,DIAP,LFPG,8
Avion,2,2019,International,ABIDJAN,PARIS-CDG,AIR FRANCE,56,56,100.0,100.0,0,0.0,12.5,AFR,DIAP,LFPG,4
Avion,3,2019,International,ABIDJAN,PARIS-CDG,AIR FRANCE,62,61,100.0,100.0,1,1.6,9.8,AFR,DIAP,LFPG,6
Avion,4,2019,International,ABIDJAN,PARIS-CDG,AIR FRANCE,71,71,100.0,100.0,0,0.0,12.7,AFR,DIAP,LFPG,6
Avion,5,2019,International,ABIDJAN,PARIS-CDG,AIR FRANCE,72,72,100.0,100.0,0,0.0,8.3,AFR,DIAP,LFPG,14
Avion,6,2019,International,ABIDJAN,PARIS-CDG,AIR FRANCE,72,72,100.0,100.0,0,0.0,13.9,AFR,DIAP,LFPG,9
Avion,7,2019,International,ABIDJAN,PARIS-CDG,AIR FRANCE,75,75,100.0,100.0,0,0.0,24.0,AFR,DIAP,LFPG,10
Avion,8,2019,International,ABIDJAN,PARIS-CDG,AIR FRANCE,75,75,100.0,100.0,0,0.0,41.3,AFR,DIAP,LFPG,23
Avion,9,2019,International,ABIDJAN,PARIS-CDG,AIR FRANCE,71,71,100.0,100.0,0,0.0,28.2,AFR,DIAP,LFPG,12
Avion,10,2018,International,ABU DHABI,PARIS-CDG,ETIHAD AIRWAYS,62,62,100.0,100.0,0,0.0,14.52,ETD,OMAA,LFPG,8
Avion,11,2018,International,ABU DHABI,PARIS-CDG,ETIHAD AIRWAYS,60,60,100.0,100.0,0,0.0,3.3,ETD,OMAA,LFPG,1
Avion,12,2018,International,ABU DHABI,PARIS-CDG,ETIHAD AIRWAYS,62,62,100.0,100.0,0,0.0,6.5,ETD,OMAA,LFPG,4
Avion,1,2019,International,ABU DHABI,PARIS-CDG,ETIHAD AIRWAYS,62,62,100.0,100.0,0,0.0,1.6,ETD,OMAA,LFPG,1
Avion,2,2019,International,ABU DHABI,PARIS-CDG,ETIHAD AIRWAYS,56,56,100.0,100.0,0,0.0,7.1,ETD,OMAA,LFPG,5
Avion,3,2019,International,ABU DHABI,PARIS-CDG,ETIHAD AIRWAYS,62,62,100.0,100.0,0,0.0,9.7,ETD,OMAA,LFPG,7
Avion,4,2019,International,ABU DHABI,PARIS-CDG,ETIHAD AIRWAYS,60,60,100.0,100.0,0,0.0,16.7,ETD,OMAA,LFPG,9
Avion,5,2019,International,ABU DHABI,PARIS-CDG,ETIHAD AIRWAYS,62,62,100.0,100.0,0,0.0,14.5,ETD,OMAA,LFPG,7
Avion,6,2019,International,ABU DHABI,PARIS-CDG,ETIHAD AIRWAYS,60,60,100.0,100.0,0,0.0,10.0,ETD,OMAA,LFPG,4
Avion,7,2019,International,ABU DHABI,PARIS-CDG,ETIHAD AIRWAYS,62,62,100.0,100.0,0,0.0,4.8,ETD,OMAA,LFPG,6
Avion,8,2019,International,ABU DHABI,PARIS-CDG,ETIHAD AIRWAYS,62,62,100.0,100.0,0,0.0,19.4,ETD,OMAA,LFPG,9
Avion,9,2019,International,ABU DHABI,PARIS-CDG,ETIHAD AIRWAYS,60,60,100.0,100.0,0,0.0,20.0,ETD,OMAA,LFPG,8
Avion,10,2018,International,AGADIR,PARIS-ORLY,ROYAL AIR MAROC,39,39,33.91,31.25,0,0.0,12.82,RAM,GMAD,LFPO,6
Avion,10,2018,International,AGADIR,PARIS-ORLY,TRANSAVIA FRANCE,50,50,43.48,31.25,0,0.0,10.0,TVF,GMAD,LFPO,6
Avion,10,2018,International,AGADIR,PARIS-ORLY,TUIFLY BELGIUM,26,26,22.61,37.5,0,0.0,23.08,JAF,GMAD,LFPO,8
Avion,11,2018,International,AGADIR,PARIS-ORLY,ROYAL AIR MAROC,29,29,29.3,26.7,0,0.0,13.8,RAM,GMAD,LFPO,9
Avion,11,2018,International,AGADIR,PARIS-ORLY,TRANSAVIA FRANCE,48,48,48.5,53.3,0,0.0,16.7,TVF,GMAD,LFPO,8
Avion,11,2018,International,AGADIR,PARIS-ORLY,TUIFLY BELGIUM,22,22,22.2,20.0,0,0.0,13.6,JAF,GMAD,LFPO,43
Avion,12,2018,International,AGADIR,PARIS-ORLY,ROYAL AIR MAROC,32,32,29.1,31.6,0,0.0,18.8,RAM,GMAD,LFPO,11
Avion,12,2018,International,AGADIR,PARIS-ORLY,TRANSAVIA FRANCE,56,56,50.9,52.6,0,0.0,17.9,TVF,GMAD,LFPO,9
Avion,12,2018,International,AGADIR,PARIS-ORLY,TUIFLY BELGIUM,22,22,20.0,15.8,0,0.0,13.6,JAF,GMAD,LFPO,21
Avion,1,2019,International,AGADIR,PARIS-ORLY,ROYAL AIR MAROC,29,29,28.7,18.2,0,0.0,6.9,RAM,GMAD,LFPO,4
Avion,1,2019,International,AGADIR,PARIS-ORLY,TRANSAVIA FRANCE,50,50,49.5,54.6,0,0.0,12.0,TVF,GMAD,LFPO,5
Avion,1,2019,International,AGADIR,PARIS-ORLY,TUIFLY BELGIUM,22,22,21.8,27.3,0,0.0,13.6,JAF,GMAD,LFPO,5
Avion,2,2019,International,AGADIR,PARIS-ORLY,ROYAL AIR MAROC,27,27,28.4,37.5,0,0.0,11.1,RAM,GMAD,LFPO,8
Avion,2,2019,International,AGADIR,PARIS-ORLY,TRANSAVIA FRANCE,48,48,50.5,50.0,0,0.0,8.3,TVF,GMAD,LFPO,8
Avion,2,2019,International,AGADIR,PARIS-ORLY,TUIFLY BELGIUM,20,20,21.1,12.5,0,0.0,5.0,JAF,GMAD,LFPO,10
Avion,3,2019,International,AGADIR,PARIS-ORLY,ROYAL AIR MAROC,33,32,28.6,25.0,1,3.0,9.4,RAM,GMAD,LFPO,6
Avion,3,2019,International,AGADIR,PARIS-ORLY,TRANSAVIA FRANCE,58,58,51.8,50.0,0,0.0,10.3,TVF,GMAD,LFPO,5
Avion,3,2019,International,AGADIR,PARIS-ORLY,TUIFLY BELGIUM,22,22,19.6,25.0,0,0.0,13.6,JAF,GMAD,LFPO,9
Avion,4,2019,International,AGADIR,PARIS-ORLY,ROYAL AIR MAROC,30,30,27.3,56.1,0,0.0,76.7,RAM,GMAD,LFPO,33
Avion,4,2019,International,AGADIR,PARIS-ORLY,TRANSAVIA FRANCE,55,55,50.0,22.0,0,0.0,16.4,TVF,GMAD,LFPO,8
Avion,4,2019,International,AGADIR,PARIS-ORLY,TUIFLY BELGIUM,25,25,22.7,22.0,0,0.0,36.0,JAF,GMAD,LFPO,18
Avion,5,2019,International,AGADIR,PARIS-ORLY,ROYAL AIR MAROC,22,22,33.3,44.4,0,0.0,18.2,RAM,GMAD,LFPO,7
Avion,5,2019,International,AGADIR,PARIS-ORLY,TRANSAVIA FRANCE,25,25,37.9,22.2,0,0.0,8.0,TVF,GMAD,LFPO,2
Avion,5,2019,International,AGADIR,PARIS-ORLY,TUIFLY BELGIUM,19,19,28.8,33.3,0,0.0,15.8,JAF,GMAD,LFPO,5
Avion,6,2019,International,AGADIR,PARIS-ORLY,ROYAL AIR MAROC,27,26,26.5,30.4,1,3.7,26.9,RAM,GMAD,LFPO,10
Avion,6,2019,International,AGADIR,PARIS-ORLY,TRANSAVIA FRANCE,51,50,51.0,43.5,1,2.0,20.0,TVF,GMAD,LFPO,8
Avion,6,2019,International,AGADIR,PARIS-ORLY,TUIFLY BELGIUM,22,22,22.5,26.1,0,0.0,27.3,JAF,GMAD,LFPO,15
Avion,7,2019,International,AGADIR,PARIS-ORLY,ROYAL AIR MAROC,42,41,30.4,32.3,1,2.4,24.4,RAM,GMAD,LFPO,12
Avion,7,2019,International,AGADIR,PARIS-ORLY,TRANSAVIA FRANCE,64,63,46.7,48.4,1,1.6,23.8,TVF,GMAD,LFPO,11
Avion,7,2019,International,AGADIR,PARIS-ORLY,TUIFLY BELGIUM,32,31,23.0,19.4,1,3.1,19.4,JAF,GMAD,LFPO,8
Avion,8,2019,International,AGADIR,PARIS-ORLY,ROYAL AIR MAROC,43,43,30.9,43.6,0,0.0,39.5,RAM,GMAD,LFPO,19
Avion,8,2019,International,AGADIR,PARIS-ORLY,TRANSAVIA FRANCE,67,66,47.5,43.6,1,1.5,25.8,TVF,GMAD,LFPO,12
Avion,8,2019,International,AGADIR,PARIS-ORLY,TUIFLY BELGIUM,30,30,21.6,12.8,0,0.0,16.7,JAF,GMAD,LFPO,13
Avion,9,2019,International,AGADIR,PARIS-ORLY,ROYAL AIR MAROC,33,33,28.5,44.7,0,0.0,51.5,RAM,GMAD,LFPO,20
Avion,9,2019,International,AGADIR,PARIS-ORLY,TRANSAVIA FRANCE,55,55,47.4,29.0,0,0.0,20.0,TVF,GMAD,LFPO,14
Avion,9,2019,International,AGADIR,PARIS-ORLY,TUIFLY BELGIUM,28,28,24.1,26.3,0,0.0,35.7,JAF,GMAD,LFPO,14
Avion,10,2018,Intérieur,AJACCIO,MARSEILLE,AIR CORSICA,94,92,100.0,100.0,2,2.13,17.39,CCM,LFKJ,LFML,9
Avion,11,2018,Intérieur,AJACCIO,MARSEILLE,AIR CORSICA,90,90,100.0,100.0,0,0.0,5.6,CCM,LFKJ,LFML,3
Avion,12,2018,Intérieur,AJACCIO,MARSEILLE,AIR CORSICA,94,94,100.0,100.0,0,0.0,10.6,CCM,LFKJ,LFML,5
Avion,1,2019,Intérieur,AJACCIO,MARSEILLE,AIR CORSICA,93,93,100.0,100.0,0,0.0,5.4,CCM,LFKJ,LFML,3
Avion,2,2019,Intérieur,AJACCIO,MARSEILLE,AIR CORSICA,94,93,100.0,100.0,1,1.1,5.4,CCM,LFKJ,LFML,3
Avion,3,2019,Intérieur,AJACCIO,MARSEILLE,AIR CORSICA,109,109,100.0,100.0,0,0.0,3.7,CCM,LFKJ,LFML,4
Avion,4,2019,Intérieur,AJACCIO,MARSEILLE,AIR CORSICA,88,88,100.0,100.0,0,0.0,10.2,CCM,LFKJ,LFML,7
Avion,5,2019,Intérieur,AJACCIO,MARSEILLE,AIR CORSICA,93,93,100.0,100.0,0,0.0,7.5,CCM,LFKJ,LFML,6
Avion,6,2019,Intérieur,AJACCIO,MARSEILLE,AIR CORSICA,91,91,100.0,100.0,0,0.0,30.8,CCM,LFKJ,LFML,16
Avion,7,2019,Intérieur,AJACCIO,MARSEILLE,AIR CORSICA,94,94,100.0,100.0,0,0.0,42.6,CCM,LFKJ,LFML,22
Avion,8,2019,Intérieur,AJACCIO,MARSEILLE,AIR CORSICA,100,100,100.0,100.0,0,0.0,28.0,CCM,LFKJ,LFML,19
Avion,9,2019,Intérieur,AJACCIO,MARSEILLE,AIR CORSICA,90,90,100.0,100.0,0,0.0,20.0,CCM,LFKJ,LFML,9
Avion,10,2018,Intérieur,AJACCIO,NICE,AIR CORSICA,76,76,100.0,100.0,0,0.0,7.89,CCM,LFKJ,LFMN,4
Avion,11,2018,Intérieur,AJACCIO,NICE,AIR CORSICA,74,74,100.0,100.0,0,0.0,20.3,CCM,LFKJ,LFMN,8
Avion,12,2018,Intérieur,AJACCIO,NICE,AIR CORSICA,79,79,100.0,100.0,0,0.0,17.7,CCM,LFKJ,LFMN,9
Avion,1,2019,Intérieur,AJACCIO,NICE,AIR CORSICA,74,74,100.0,100.0,0,0.0,12.2,CCM,LFKJ,LFMN,7
Avion,2,2019,Intérieur,AJACCIO,NICE,AIR CORSICA,72,72,100.0,100.0,0,0.0,9.7,CCM,LFKJ,LFMN,4
Avion,3,2019,Intérieur,AJACCIO,NICE,AIR CORSICA,86,86,100.0,100.0,0,0.0,15.1,CCM,LFKJ,LFMN,7
Avion,4,2019,Intérieur,AJACCIO,NICE,AIR CORSICA,75,75,100.0,100.0,0,0.0,8.0,CCM,LFKJ,LFMN,4
Avion,5,2019,Intérieur,AJACCIO,NICE,AIR CORSICA,85,85,100.0,100.0,0,0.0,5.9,CCM,LFKJ,LFMN,7
Avion,6,2019,Intérieur,AJACCIO,NICE,AIR CORSICA,87,87,100.0,100.0,0,0.0,13.8,CCM,LFKJ,LFMN,7
Avion,7,2019,Intérieur,AJACCIO,NICE,AIR CORSICA,92,92,100.0,100.0,0,0.0,14.1,CCM,LFKJ,LFMN,10
Avion,8,2019,Intérieur,AJACCIO,NICE,AIR CORSICA,102,102,100.0,100.0,0,0.0,18.6,CCM,LFKJ,LFMN,13
Avion,9,2019,Intérieur,AJACCIO,NICE,AIR CORSICA,79,79,100.0,100.0,0,0.0,13.9,CCM,LFKJ,LFMN,10
Avion,10,2018,Intérieur,AJACCIO,PARIS-ORLY,AIR CORSICA,103,101,93.52,94.74,2,1.94,17.82,CCM,LFKJ,LFPO,9
Avion,10,2018,Intérieur,AJACCIO,PARIS-ORLY,AIR FRANCE,7,7,6.48,5.26,0,0.0,14.29,AFR,LFKJ,LFPO,3
Avion,11,2018,Intérieur,AJACCIO,PARIS-ORLY,AIR CORSICA,84,84,87.5,88.9,0,0.0,19.1,CCM,LFKJ,LFPO,9
Avion,11,2018,Intérieur,AJACCIO,PARIS-ORLY,AIR FRANCE,12,12,12.5,11.1,0,0.0,16.7,AFR,LFKJ,LFPO,3
Avion,12,2018,Intérieur,AJACCIO,PARIS-ORLY,AIR CORSICA,84,84,82.4,92.9,0,0.0,31.0,CCM,LFKJ,LFPO,13
Avion,12,2018,Intérieur,AJACCIO,PARIS-ORLY,AIR FRANCE,18,18,17.7,7.1,0,0.0,11.1,AFR,LFKJ,LFPO,6
Avion,1,2019,Intérieur,AJACCIO,PARIS-ORLY,AIR CORSICA,85,85,88.5,95.7,0,0.0,25.9,CCM,LFKJ,LFPO,10
Avion,1,2019,Intérieur,AJACCIO,PARIS-ORLY,AIR FRANCE,11,11,11.5,4.4,0,0.0,9.1,AFR,LFKJ,LFPO,8
Avion,2,2019,Intérieur,AJACCIO,PARIS-ORLY,AIR CORSICA,76,75,88.2,100.0,1,1.3,13.3,CCM,LFKJ,LFPO,8
Avion,2,2019,Intérieur,AJACCIO,PARIS-ORLY,AIR FRANCE,10,10,11.8,0.0,0,0.0,0.0,AFR,LFKJ,LFPO,1
Avion,3,2019,Intérieur,AJACCIO,PARIS-ORLY,AIR CORSICA,84,84,87.5,100.0,0,0.0,25.0,CCM,LFKJ,LFPO,10
Avion,3,2019,Intérieur,AJACCIO,PARIS-ORLY,AIR FRANCE,12,12,12.5,0.0,0,0.0,0.0,AFR,LFKJ,LFPO,0
Avion,4,2019,Intérieur,AJACCIO,PARIS-ORLY,AIR CORSICA,103,103,85.1,90.3,0,0.0,27.2,CCM,LFKJ,LFPO,12
Avion,4,2019,Intérieur,AJACCIO,PARIS-ORLY,AIR FRANCE,19,18,14.9,9.7,1,5.3,16.7,AFR,LFKJ,LFPO,10
Avion,5,2019,Intérieur,AJACCIO,PARIS-ORLY,AIR CORSICA,123,122,80.8,86.1,1,0.8,25.4,CCM,LFKJ,LFPO,14
Avion,5,2019,Intérieur,AJACCIO,PARIS-ORLY,AIR FRANCE,30,29,19.2,13.9,1,3.3,17.2,AFR,LFKJ,LFPO,15
Avion,6,2019,Intérieur,AJACCIO,PARIS-ORLY,AIR CORSICA,119,118,76.6,68.6,1,0.8,29.7,CCM,LFKJ,LFPO,11
Avion,6,2019,Intérieur,AJACCIO,PARIS-ORLY,AIR FRANCE,36,36,23.4,31.4,0,0.0,44.4,AFR,LFKJ,LFPO,18
Avion,7,2019,Intérieur,AJACCIO,PARIS-ORLY,AIR CORSICA,139,137,75.3,67.1,2,1.4,35.8,CCM,LFKJ,LFPO,18
Avion,7,2019,Intérieur,AJACCIO,PARIS-ORLY,AIR FRANCE,45,45,24.7,32.9,0,0.0,53.3,AFR,LFKJ,LFPO,25
Avion,8,2019,Intérieur,AJACCIO,PARIS-ORLY,AIR CORSICA,139,139,63.2,44.6,0,0.0,23.7,CCM,LFKJ,LFPO,11
Avion,8,2019,Intérieur,AJACCIO,PARIS-ORLY,AIR FRANCE,81,81,36.8,55.4,0,0.0,50.6,AFR,LFKJ,LFPO,20
Avion,9,2019,Intérieur,AJACCIO,PARIS-ORLY,AIR CORSICA,116,116,77.3,75.0,0,0.0,31.0,CCM,LFKJ,LFPO,14
Avion,9,2019,Intérieur,AJACCIO,PARIS-ORLY,AIR FRANCE,34,34,22.7,25.0,0,0.0,35.3,AFR,LFKJ,LFPO,21
Avion,10,2018,International,ALGER,LYON,AIGLE AZUR,32,30,40.54,40.54,2,6.25,50.0,AAF,DAAG,LFLL,41
Avion,10,2018,International,ALGER,LYON,AIR ALGERIE,35,35,47.3,45.95,0,0.0,48.57,DAH,DAAG,LFLL,21
Avion,10,2018,International,ALGER,LYON,TRANSAVIA FRANCE,11,9,12.16,13.51,2,18.18,55.56,TVF,DAAG,LFLL,19
Avion,11,2018,International,ALGER,LYON,AIGLE AZUR,30,30,50.0,10.0,0,0.0,6.7,AAF,DAAG,LFLL,5
Avion,11,2018,International,ALGER,LYON,AIR ALGERIE,30,30,50.0,90.0,0,0.0,60.0,DAH,DAAG,LFLL,22
Avion,12,2018,International,ALGER,LYON,AIGLE AZUR,29,29,45.3,35.7,0,0.0,34.5,AAF,DAAG,LFLL,17
Avion,12,2018,International,ALGER,LYON,AIR ALGERIE,31,31,48.4,57.1,0,0.0,51.6,DAH,DAAG,LFLL,32
Avion,12,2018,International,ALGER,LYON,TRANSAVIA FRANCE,4,4,6.3,7.1,0,0.0,50.0,TVF,DAAG,LFLL,30
Avion,1,2019,International,ALGER,LYON,AIGLE AZUR,28,28,44.4,25.7,0,0.0,32.1,AAF,DAAG,LFLL,17
Avion,1,2019,International,ALGER,LYON,AIR ALGERIE,31,31,49.2,62.9,0,0.0,71.0,DAH,DAAG,LFLL,31
Avion,1,2019,International,ALGER,LYON,TRANSAVIA FRANCE,4,4,6.4,11.4,0,0.0,100.0,TVF,DAAG,LFLL,61
Avion,2,2019,International,ALGER,LYON,AIGLE AZUR,26,26,44.1,42.9,0,0.0,34.6,AAF,DAAG,LFLL,17
Avion,2,2019,International,ALGER,LYON,AIR ALGERIE,28,28,47.5,52.4,0,0.0,39.3,DAH,DAAG,LFLL,17
Avion,2,2019,International,ALGER,LYON,TRANSAVIA FRANCE,5,5,8.5,4.8,0,0.0,20.0,TVF,DAAG,LFLL,16
Avion,3,2019,International,ALGER,LYON,AIGLE AZUR,32,31,44.9,42.9,1,3.1,29.0,AAF,DAAG,LFLL,17
Avion,3,2019,International,ALGER,LYON,AIR ALGERIE,31,31,44.9,42.9,0,0.0,29.0,DAH,DAAG,LFLL,20
Avion,3,2019,International,ALGER,LYON,TRANSAVIA FRANCE,7,7,10.1,14.3,0,0.0,42.9,TVF,DAAG,LFLL,26
Avion,4,2019,International,ALGER,LYON,AIGLE AZUR,38,34,44.7,58.1,4,10.5,73.5,AAF,DAAG,LFLL,35
Avion,4,2019,International,ALGER,LYON,AIR ALGERIE,34,34,44.7,34.9,0,0.0,44.1,DAH,DAAG,LFLL,21
Avion,4,2019,International,ALGER,LYON,TRANSAVIA FRANCE,8,8,10.5,7.0,0,0.0,37.5,TVF,DAAG,LFLL,19
Avion,5,2019,International,ALGER,LYON,AIGLE AZUR,26,25,47.2,47.1,1,3.9,32.0,AAF,DAAG,LFLL,14
Avion,5,2019,International,ALGER,LYON,AIR ALGERIE,28,28,52.8,52.9,0,0.0,32.1,DAH,DAAG,LFLL,17
Avion,6,2019,International,ALGER,LYON,AIGLE AZUR,33,32,42.7,59.4,1,3.0,59.4,AAF,DAAG,LFLL,32
Avion,6,2019,International,ALGER,LYON,AIR ALGERIE,37,37,49.3,37.5,0,0.0,32.4,DAH,DAAG,LFLL,25
Avion,6,2019,International,ALGER,LYON,TRANSAVIA FRANCE,6,6,8.0,3.1,0,0.0,16.7,TVF,DAAG,LFLL,8
Avion,7,2019,International,ALGER,LYON,AIGLE AZUR,27,27,35.5,47.1,0,0.0,59.3,AAF,DAAG,LFLL,60
Avion,7,2019,International,ALGER,LYON,AIR ALGERIE,40,39,51.3,38.2,1,2.5,33.3,DAH,DAAG,LFLL,22
Avion,7,2019,International,ALGER,LYON,TRANSAVIA FRANCE,10,10,13.2,14.7,0,0.0,50.0,TVF,DAAG,LFLL,20
Avion,8,2019,International,ALGER,LYON,AIGLE AZUR,35,35,39.3,46.3,0,0.0,54.3,AAF,DAAG,LFLL,32
Avion,8,2019,International,ALGER,LYON,AIR ALGERIE,46,46,51.7,43.9,0,0.0,39.1,DAH,DAAG,LFLL,34
Avion,8,2019,International,ALGER,LYON,TRANSAVIA FRANCE,8,8,9.0,9.8,0,0.0,50.0,TVF,DAAG,LFLL,20
Avion,9,2019,International,ALGER,LYON,AIGLE AZUR,14,10,15.6,25.7,4,28.6,90.0,AAF,DAAG,LFLL,83
Avion,9,2019,International,ALGER,LYON,AIR ALGERIE,45,45,70.3,57.1,0,0.0,44.4,DAH,DAAG,LFLL,27
Avion,9,2019,International,ALGER,LYON,TRANSAVIA FRANCE,9,9,14.1,17.1,0,0.0,66.7,TVF,DAAG,LFLL,33
Avion,10,2018,International,ALGER,MARSEILLE,AIGLE AZUR,24,24,16.44,13.33,0,0.0,16.67,AAF,DAAG,LFML,11
Avion,10,2018,International,ALGER,MARSEILLE,AIR ALGERIE,92,92,63.01,56.67,0,0.0,18.48,DAH,DAAG,LFML,10
Avion,10,2018,International,ALGER,MARSEILLE,VUELING AIRLINES,31,30,20.55,30.0,1,3.23,30.0,VLG,DAAG,LFML,15
Avion,11,2018,International,ALGER,MARSEILLE,AIGLE AZUR,25,25,18.3,9.7,0,0.0,12.0,AAF,DAAG,LFML,4
Avion,11,2018,International,ALGER,MARSEILLE,AIR ALGERIE,82,82,59.9,67.7,0,0.0,25.6,DAH,DAAG,LFML,13
Avion,11,2018,International,ALGER,MARSEILLE,VUELING AIRLINES,30,30,21.9,22.6,0,0.0,23.3,VLG,DAAG,LFML,10
Avion,12,2018,International,ALGER,MARSEILLE,AIGLE AZUR,27,26,18.6,21.9,1,3.7,26.9,AAF,DAAG,LFML,10
Avion,12,2018,International,ALGER,MARSEILLE,AIR ALGERIE,84,84,60.0,62.5,0,0.0,23.8,DAH,DAAG,LFML,13
Avion,12,2018,International,ALGER,MARSEILLE,VUELING AIRLINES,31,30,21.4,15.6,1,3.2,16.7,VLG,DAAG,LFML,17
Avion,1,2019,International,ALGER,MARSEILLE,AIGLE AZUR,29,28,19.6,10.7,1,3.5,10.7,AAF,DAAG,LFML,3
Avion,1,2019,International,ALGER,MARSEILLE,AIR ALGERIE,84,84,58.7,67.9,0,0.0,22.6,DAH,DAAG,LFML,12
Avion,1,2019,International,ALGER,MARSEILLE,VUELING AIRLINES,31,31,21.7,21.4,0,0.0,19.4,VLG,DAAG,LFML,9
Avion,2,2019,International,ALGER,MARSEILLE,AIGLE AZUR,24,24,18.8,9.1,0,0.0,8.3,AAF,DAAG,LFML,6
Avion,2,2019,International,ALGER,MARSEILLE,AIR ALGERIE,76,76,59.4,63.6,0,0.0,18.4,DAH,DAAG,LFML,7
Avion,2,2019,International,ALGER,MARSEILLE,VUELING AIRLINES,28,28,21.9,27.3,0,0.0,21.4,VLG,DAAG,LFML,8
Avion,3,2019,International,ALGER,MARSEILLE,AIGLE AZUR,27,27,19.0,27.3,0,0.0,22.2,AAF,DAAG,LFML,36
Avion,3,2019,International,ALGER,MARSEILLE,AIR ALGERIE,85,85,59.9,50.0,0,0.0,12.9,DAH,DAAG,LFML,9
Avion,3,2019,International,ALGER,MARSEILLE,VUELING AIRLINES,30,30,21.1,22.7,0,0.0,16.7,VLG,DAAG,LFML,18
Avion,4,2019,International,ALGER,MARSEILLE,AIGLE AZUR,33,33,22.8,34.0,0,0.0,51.5,AAF,DAAG,LFML,22
Avion,4,2019,International,ALGER,MARSEILLE,AIR ALGERIE,82,82,56.6,32.0,0,0.0,19.5,DAH,DAAG,LFML,13
Avion,4,2019,International,ALGER,MARSEILLE,VUELING AIRLINES,30,30,20.7,34.0,0,0.0,56.7,VLG,DAAG,LFML,38
Avion,5,2019,International,ALGER,MARSEILLE,AIGLE AZUR,26,25,21.0,28.6,1,3.9,24.0,AAF,DAAG,LFML,8
Avion,5,2019,International,ALGER,MARSEILLE,AIR ALGERIE,65,64,53.8,42.9,1,1.5,14.1,DAH,DAAG,LFML,7
Avion,5,2019,International,ALGER,MARSEILLE,VUELING AIRLINES,31,30,25.2,28.6,1,3.2,20.0,VLG,DAAG,LFML,14
Avion,6,2019,International,ALGER,MARSEILLE,AIGLE AZUR,28,27,19.6,33.3,1,3.6,44.4,AAF,DAAG,LFML,16
Avion,6,2019,International,ALGER,MARSEILLE,AIR ALGERIE,83,83,60.1,52.8,0,0.0,22.9,DAH,DAAG,LFML,12
Avion,6,2019,International,ALGER,MARSEILLE,VUELING AIRLINES,30,28,20.3,13.9,2,6.7,17.9,VLG,DAAG,LFML,17
Avion,7,2019,International,ALGER,MARSEILLE,AIGLE AZUR,37,35,22.4,55.1,2,5.4,77.1,AAF,DAAG,LFML,80
Avion,7,2019,International,ALGER,MARSEILLE,AIR ALGERIE,93,93,59.6,30.6,0,0.0,16.1,DAH,DAAG,LFML,8
Avion,7,2019,International,ALGER,MARSEILLE,VUELING AIRLINES,31,28,18.0,14.3,3,9.7,25.0,VLG,DAAG,LFML,11
Avion,8,2019,International,ALGER,MARSEILLE,AIGLE AZUR,62,61,32.5,54.2,1,1.6,63.9,AAF,DAAG,LFML,67
Avion,8,2019,International,ALGER,MARSEILLE,AIR ALGERIE,96,96,51.1,33.3,0,0.0,25.0,DAH,DAAG,LFML,12
Avion,8,2019,International,ALGER,MARSEILLE,VUELING AIRLINES,31,31,16.5,12.5,0,0.0,29.0,VLG,DAAG,LFML,15
Avion,9,2019,International,ALGER,MARSEILLE,AIGLE AZUR,40,11,8.4,26.7,29,72.5,72.7,AAF,DAAG,LFML,112
Avion,9,2019,International,ALGER,MARSEILLE,AIR ALGERIE,91,91,69.5,53.3,0,0.0,17.6,DAH,DAAG,LFML,9
Avion,9,2019,International,ALGER,MARSEILLE,VUELING AIRLINES,30,29,22.1,20.0,1,3.3,20.7,VLG,DAAG,LFML,25
Avion,10,2018,International,ALGER,PARIS-CDG,AIR ALGERIE,155,155,52.01,57.14,0,0.0,25.81,DAH,DAAG,LFPG,13
Avion,10,2018,International,ALGER,PARIS-CDG,AIR FRANCE,117,117,39.26,24.29,0,0.0,14.53,AFR,DAAG,LFPG,7
Avion,10,2018,International,ALGER,PARIS-CDG,ASL AIRLINES / EUROPE AIRPOST,17,17,5.7,17.14,0,0.0,70.59,FPO,DAAG,LFPG,34
Avion,10,2018,International,ALGER,PARIS-CDG,TASSILI AIRLINES,9,9,3.02,1.43,0,0.0,11.11,DTH,DAAG,LFPG,7
Avion,11,2018,International,ALGER,PARIS-CDG,AIR ALGERIE,147,145,51.6,71.4,2,1.4,31.0,DAH,DAAG,LFPG,15
Avion,11,2018,International,ALGER,PARIS-CDG,AIR FRANCE,111,111,39.5,6.4,0,0.0,3.6,AFR,DAAG,LFPG,3
